material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent,norm_co2,norm_cost,norm_strength,norm_recyclability,norm_biodegradability,co2_impact_index,cost_efficiency_index,material_suitability_score
322,Paperboard,Fiber,Food,6.143787768100188,3.44,0.64,0.7782694354322358,50.96,80.47,69.35,0.01564965713121073,0.2937054185959204,0.3557008488795711,0.18906330860790066,0.64,0.9843503428687893,0.5660570883942762,0.6062021215687431
323,Glass,Glass,Automotive,8.320394753435462,21.67,0.05,1.672697263540738,94.55,89.93,88.78,0.09420993230234241,0.3331664789554916,0.7194234154347993,0.9410039675694324,0.05,0.9057900676976576,0.6878694788006248,0.7113475250668198
324,Recycled PET,Plastic,Electronics,6.559867793891886,19.12,0.36,2.057639523443488,92.62,94.87,43.01,0.12802056398506864,0.35377299461894635,0.4252300270421647,0.9077108849404866,0.36,0.8719794360149313,0.5578282140454981,0.6791160640081677
325,Glass,Glass,Pharmaceuticals,8.909730561326388,4.09,0.0,1.721409593708339,93.95,181.31,65.83,0.09848848216621081,0.7143453051349435,0.8179045533035948,0.9306537864412628,0.0,0.9015115178337891,0.49855463824047186,0.6630133275288667
326,Tinplate,Metal,Retail,9.475793833391537,17.76,0.02,,47.52,201.42,89.96,,0.7982313435948776,0.9124967270563001,0.1297222701397275,0.02,,0.4860598846655935,
327,Recycled PET,Plastic,E-commerce,7.108708105022801,13.42,0.4,2.692216196937101,68.92,44.66,82.92,0.18375733392911833,0.14432903683310389,0.5169441527150441,0.49887873037778163,0.4,0.8162426660708817,0.7201802389861554,0.6363880209148642
328,Molded Pulp,Fiber,Retail,5.835162238703057,13.42,0.86,1.0460410337657964,89.82,26.74,54.69,0.0391688386537543,0.06957827556000501,0.3041278867356959,0.8594100396756942,0.86,0.9608311613462457,0.6799041893582753,0.789520192352151
329,Bioplastic PLA,Bioplastic,Retail,5.83920012485558,8.68,0.92,1.989030883308674,77.57,127.59,72.86,0.12199446162250407,0.49025987569348856,0.3048026389186801,0.6480938416422286,0.92,0.878005538377496,0.42776513015137885,0.6684419762714072
330,Rigid PVC,Plastic,Food,6.4954619790023145,9.38,0.14,4.34,96.53,14.7,66.4,0.3284871208644279,0.019355107829641675,0.4144674739259863,0.9751595652923927,0.14,0.6715128791355721,0.7541739248726095,0.6474760054099012
331,Glass,Glass,Automotive,7.711945357302524,11.71,0.0,1.716094192565229,87.75,,53.94,0.09802161456289536,,0.6177482956398668,0.8237019147835087,0.0,0.9019783854371046,,
332,Tinplate,Metal,E-commerce,9.515692220928738,6.35,0.09,5.68,81.14,242.33,7.83,0.4461833344895546,0.9688816585325158,0.9191639591355037,0.7096774193548387,0.09,0.5538166655104454,0.38633658853469205,0.5100810265713247
333,Molded Pulp,Fiber,Retail,4.043180465889268,18.31,0.56,1.045668777517045,90.9,13.75,40.79,0.03913614227242868,0.015392316355900387,0.004678232287572677,0.8780403657064,0.56,0.9608638577275713,0.5926359031014888,0.6964940294636809
334,Corrugated Cardboard,Fiber,Pharmaceuticals,4.348217921520749,6.81,0.53,1.0297535093320431,89.71,61.78,11.87,0.0377382565976502,0.21574271054936806,0.05565160828299547,0.8575125064688631,0.53,0.9622617434023498,0.4928150169835773,0.6684499393886715
335,Tinplate,Metal,Automotive,8.092005284043505,13.63,0.04,4.66,59.82,210.85,25.09,0.3565936793420701,0.8375672631710674,0.6812583242901371,0.3419009832672072,0.04,0.6434063206579299,0.36996297181341437,0.4280186682331877
336,Recycled PET,Plastic,Automotive,6.08145760463794,21.36,0.3,2.099978060841035,91.0,,54.23,0.13173928453888736,,0.3452851481209872,0.8797653958944281,0.3,0.8682607154611126,,
337,Steel,Metal,Electronics,9.710921168022017,12.28,0.02,2.1628856153616427,92.17,206.52,89.36,0.1372646434758215,0.8195052767696993,0.9517877512031857,0.8999482490943592,0.02,0.8627353565241784,0.48901193441945473,0.6592420155013077
338,Paperboard,Fiber,Pharmaceuticals,6.110973578140071,3.07,0.8,0.7051183005719291,97.43,31.52,52.77,0.009224573851032288,0.08951737371209278,0.35021742377244924,0.9906848369846474,0.8,0.9907754261489677,0.686376545281724,0.8219854739392956
339,Bioplastic PLA,Bioplastic,Food,5.948347658174651,6.05,0.87,2.1061506530822283,82.09,108.17,85.65,0.1322814418038428,0.4092520752513244,0.3230417703831367,0.7260652061411076,0.87,0.8677185581961572,0.48366546300245994,0.6892491514759973
340,Recycled PET,Plastic,Food,6.195668321302003,3.49,0.39,2.768332881219012,92.57,24.75,62.85,0.19044289029753633,0.06127727026237851,0.3643703643649139,0.9068483698464722,0.39,0.8095571097024636,0.7089817835885384,0.6964192892136596
341,Corrugated Cardboard,Fiber,Electronics,5.474847625350497,13.43,0.83,1.0761594454458474,43.52,72.1,67.11,0.041814228963563856,0.25879114003253656,0.24391740463262543,0.06072106261859588,0.83,0.9581857710364361,0.5422922778335282,0.5840647537562945
342,Paperboard,Fiber,E-commerce,5.420415312341698,6.14,0.43,0.629171030421669,57.51,78.5,,0.0025538976332336065,0.28548784048721476,0.23482147655535315,0.3020527859237536,0.43,0.9974461023667663,0.5226358863298124,0.578285507132769
343,Compostable Film,Bioplastic,E-commerce,5.346403739820031,13.18,0.96,2.52,71.72,59.83,46.27,0.16863106952283777,0.20760855962958327,0.22245375041382257,0.5471795756425737,0.96,0.8313689304771622,0.5644163643877791,0.6661960604099904
344,Molded Pulp,Fiber,Automotive,5.301554947713919,19.63,0.94,0.6593544112320623,47.95,99.55,52.45,0.005204994376359428,0.3732949568264297,0.2149592794865302,0.13713989994824916,0.94,0.9947950056236405,0.46200673769875433,0.6038640940500837
345,Tinplate,Metal,Pharmaceuticals,8.797009468794746,,0.06,5.0,63.59,242.95,52.03,0.38645689772456493,0.9714679013890627,0.7990682611494544,0.40693462135587377,0.06,0.6135431022754351,0.33674656362634414,0.4385433219753368
346,LDPE,Plastic,Cosmetics,7.231700196104433,18.55,0.15,3.03,40.76,11.28,79.65,0.21342589709658003,0.005089058524173023,0.5374967831786989,0.013110229429014974,0.15,0.78657410290342,0.8119452781569757,0.5178302746139428
347,Rigid PVC,Plastic,Cosmetics,7.270187301735287,,0.22,4.88,96.09,45.35,81.88,0.3759169382954491,0.1472072748508739,0.5439281825694254,0.9675694324650682,0.22,0.624083061704551,0.7292469081172459,0.650443350290633
348,Kraft Paper,Fiber,Pharmaceuticals,4.135912029316134,13.53,0.8,1.1014263716438777,72.77,79.45,49.9,0.04403349877211138,0.2894506319609561,0.020174168153598186,0.5652923926168707,0.8,0.9559665012278886,0.4343992880848656,0.6304656677283169
349,Recycled PET,Plastic,E-commerce,6.749225229252943,8.43,0.38,2.10812650399801,76.79,29.99,33.95,0.1324549867079288,0.08313519375964627,0.4568726583715089,0.6346386061756082,0.38,0.8675450132920712,0.7328679470928159,0.6730954778330979
350,Paperboard,Fiber,Retail,5.877579747142709,3.72,0.66,0.649879709435681,67.89,69.62,,0.004372802938552511,0.24844616860634883,0.31121607727284606,0.48111091944109025,0.66,0.9956271970614475,0.5754187297453291,0.6688866331702691
351,Recycled PET,Plastic,Automotive,7.006272517160175,28.39,0.4,2.018162712852331,84.14,43.46,40.32,0.12455319746822127,0.13932340549785174,0.4998266229198115,0.7614283249956875,0.4,0.8754468025317788,0.7163366058692135,0.7039865195179557
352,Bioplastic PHA,Bioplastic,Automotive,6.712979682376645,29.02,0.75,2.4347520974492203,85.68,67.61,55.77,0.1611434909036508,0.24006173611980144,0.4508158353323169,0.7879937898913232,0.75,0.8388565090963492,0.6362892924610459,0.7259096173556625
353,HDPE,Plastic,Food,7.31738726323789,3.16,0.16,4.8,45.9,55.54,,0.36889029867603856,0.1897134276060568,0.5518155463676218,0.10177678109366911,0.16,0.6311097013239615,0.7068981619834146,0.4655943617485381
354,Recycled PET,Plastic,E-commerce,6.325868854162859,5.15,0.36,3.1062625391885104,95.13,62.35,44.3,0.22012426433831553,0.2181203854336128,0.3861275636655099,0.9510091426599965,0.36,0.7798757356616844,0.6235787942060362,0.6726720041485648
355,Molded Pulp,Fiber,E-commerce,4.21170624220129,15.66,0.57,0.8472759859514449,91.86,95.18,,0.021710709154674865,0.3550661160472198,0.032839782950555105,0.8946006555114715,0.57,0.9782892908453251,0.40009624355189016,0.66121495753892
356,Bioplastic PHA,Bioplastic,Automotive,6.284838556412631,19.53,0.7,1.4448033719314828,74.29,60.47,34.84,0.07419332920480182,0.21027822967505108,0.3792711833888751,0.591512851474901,0.7,0.9258066707951982,0.6255415355505194,0.6953570737600571
357,Aluminum,Metal,Automotive,8.053022621083244,11.42,0.01,9.3988129189834,69.4,161.41,77.98,0.7728178119108619,0.6313352521586785,0.674744114642464,0.5071588752803176,0.01,0.22718218808913815,0.4910964945617785,0.361334966587496
358,Steel,Metal,Retail,9.171551162546926,14.49,0.08,2.3422574718268274,48.79,231.38,53.52,0.15301941089139012,0.9232052725983398,0.8616561638123235,0.15163015352768672,0.08,0.8469805891086098,0.3907393019659255,0.4802706493108341
359,Steel,Metal,Pharmaceuticals,9.880460482849916,2.68,0.01,2.26295942774929,40.0,162.48,52.03,0.1460544261631778,0.635798606765945,0.9801186695254568,0.0,0.01,0.8539455738368222,0.6105683037506158,0.5083376150412463
360,Bioplastic PHA,Bioplastic,Electronics,6.150948355751758,10.65,0.58,1.277793351801202,53.36,40.16,70.64,0.05952433890122699,0.1255579193259083,0.3568974210380822,0.23046403312057961,0.58,0.940475661098773,0.6674242168196878,0.617781301262478
361,LDPE,Plastic,Pharmaceuticals,6.776339852413043,13.93,0.32,4.62,64.51,37.26,34.28,0.35308035953236483,0.11346097693238225,0.4614036556500325,0.4228048990857341,0.32,0.6469196404676352,0.7164848761005836,0.5518984565475865
362,Recycled PET,Plastic,Cosmetics,7.286576436884706,4.26,0.2,2.2611640030011264,63.53,29.84,73.62,0.14589672862981382,0.08250948984273976,0.5466668939400724,0.4058996032430568,0.2,0.8541032713701862,0.7691610636703851,0.6143678573712706
363,Glass,Glass,E-commerce,7.916505780983034,8.85,0.04,1.0787165197707178,41.2,112.28,51.58,0.04203882446057525,0.42639636257456304,0.6519314269162001,0.020700362256339536,0.04,0.9579611755394247,0.6049347532217422,0.5139552561101508
364,Corrugated Cardboard,Fiber,Cosmetics,5.636850367947805,10.67,0.62,1.0622119037909368,76.67,21.69,,0.04058917460374167,0.04851291035748551,0.27098892177994466,0.6325685699499741,0.62,0.9594108253962583,0.6792878224974865,0.7042578094112384
365,Corrugated Cardboard,Fiber,Electronics,6.824394426329576,9.3,0.98,1.135060863555215,49.22,26.22,13.84,0.046987716940148215,0.06740916864806239,0.46943382971333353,0.15904778333620836,0.98,0.9530122830598518,0.747328030696496,0.6984886322306546
366,Glass,Glass,Electronics,7.772205275601548,8.13,0.09,1.2120371426600032,41.79,86.23,,0.053748774096554576,0.3177324490051308,0.6278180474562487,0.030878040365706384,0.09,0.9462512259034455,0.660487749579421,0.531454717984655
367,Glass,Glass,Automotive,8.922381127647828,13.15,0.01,1.0167559688247303,78.92,132.24,54.44,0.03659664368410548,0.5096566971175907,0.8200185300030229,0.6713817491806107,0.01,0.9634033563158946,0.6222133937306549,0.6623525581638564
368,Corrugated Cardboard,Fiber,Cosmetics,6.716051925868191,11.12,0.63,0.6575201672334992,40.93,80.4,16.19,0.005043887231959806,0.2934134234346974,0.4513292235072867,0.016042780748663096,0.63,0.9949561127680402,0.6044836353420961,0.5924492211663973
369,Kraft Paper,Fiber,Food,4.58737340436789,8.59,0.46,1.2775020243915214,69.06,73.56,53.09,0.059498750742238475,0.2648813248237601,0.09561575735215694,0.5012937726410213,0.46,0.9405012492577616,0.4793175080466068,0.5808000820524
370,Steel,Metal,Cosmetics,8.138722601750331,7.56,0.05,2.0068113442341944,95.77,207.16,90.72,0.1235561727623871,0.8221749468151671,0.6890650357513177,0.9620493358633776,0.05,0.8764438272376129,0.3823210462114268,0.6273297804719478
371,HDPE,Plastic,Cosmetics,6.201556002754853,4.83,0.19,3.23,90.54,70.54,76.7,0.23099249614510645,0.25228381929670884,0.36535422714929267,0.8718302570294981,0.19,0.7690075038548936,0.5947713992816918,0.6187965750977199
372,Aluminum,Metal,Automotive,8.036443651303099,21.43,0.08,11.076892591352534,40.71,201.1,9.67,0.9202085757908173,0.7968965085721437,0.6719736808986124,0.012247714335000878,0.08,0.07979142420918273,0.3906515672161588,0.20324723002365597
373,Corrugated Cardboard,Fiber,Pharmaceuticals,4.283328882267785,7.52,0.61,1.0372644981979846,59.37,75.94,41.41,0.0383979692469799,0.2748091603053435,0.044808305813875,0.33413834742107984,0.61,0.9616020307530201,0.4530378261423439,0.5645485658270954
374,Glass,Glass,Cosmetics,8.366013546832713,3.51,0.03,1.3055517117223168,44.18,104.65,39.33,0.06196243879612154,0.39456889000125145,0.7270465576600114,0.07210626185958253,0.03,0.9380375612038785,0.6540772890632538,0.5365564987648946
375,Corrugated Cardboard,Fiber,E-commerce,4.213565945380687,15.2,0.47,0.7439810835368885,85.55,64.1,94.13,0.012638008482309001,0.22542026446418886,0.03315054921106905,0.7857512506468863,0.47,0.987361991517691,0.4780080610059143,0.6466759177572701
376,Steel,Metal,Food,8.637951260587522,9.23,0.0,1.8849704927115845,96.67,,54.3,0.11285452583024348,,0.7724887913091993,0.9775746075556323,0.0,0.8871454741697565,,
377,LDPE,Plastic,Automotive,7.689750621938909,13.8,0.27,3.01,70.14,16.66,59.49,0.2116692371917274,0.02753097234388687,0.6140394376949748,0.5199240986717267,0.27,0.7883307628082726,0.8290971916716577,0.649662290264239
378,Paperboard,Fiber,Electronics,4.069815807207478,20.77,0.73,1.0305090776272068,48.35,63.58,20.49,0.037804620424124795,0.22325115755224628,0.009129139029398435,0.1440400207003623,0.73,0.9621953795758752,0.46970096108041165,0.5453047721858777
379,Tinplate,Metal,Automotive,9.628936965177871,18.61,0.07,4.92,45.34,183.01,62.75,0.3794302581051544,0.7214366161932173,0.9380877562677823,0.09211661204071077,0.07,0.6205697418948456,0.5423731327911826,0.4444963038011697
380,Glass,Glass,Cosmetics,7.5637095495468,12.15,0.05,1.6197070245102303,73.85,143.09,27.46,0.0895556408896699,0.5549159471071623,0.5929773062901317,0.5839227186475763,0.05,0.9104443591103301,0.5042413542517552,0.5827759206545662
381,Paperboard,Fiber,E-commerce,4.354494482864968,4.11,0.67,1.0507329774787917,52.36,94.52,5.6,0.039580946123576516,0.3523130188128311,0.0567004549588731,0.2132137312402967,0.67,0.9604190538764235,0.41129237069585056,0.5397616005808363
382,Steel,Metal,Automotive,9.3934743307283,17.47,0.01,2.1712114932744107,62.37,240.44,53.78,0.13799593027092438,0.9609977891794936,0.8987407017435307,0.38588925306192856,0.01,0.8620040697290756,0.3828976071897161,0.5228775435028905
383,Molded Pulp,Fiber,Electronics,5.886828540339652,23.14,0.77,0.6293658564021454,52.45,69.85,49.82,0.002571009782649929,0.24940558127893878,0.31276159964863326,0.2147662584095222,0.77,0.9974289902173501,0.57546129109209,0.6328234314849953
384,HDPE,Plastic,Automotive,7.754944027054106,27.8,0.13,4.52,89.96,83.55,51.15,0.34429706000810156,0.30655320568973426,0.6249336013132734,0.8618250819389338,0.13,0.6557029399918984,0.6660415171114689,0.6175796377945508
385,HDPE,Plastic,Food,7.470142087607772,3.06,0.26,4.18,80.65,28.36,63.86,0.3144338416256067,0.07633587786259541,0.5773416873511986,0.7012247714335001,0.26,0.6855661583743933,0.7851351482229222,0.6389327575898684
386,Bioplastic PHA,Bioplastic,Retail,6.606961860769697,18.41,0.42,2.4527331663915755,40.92,48.49,87.01,0.1627228220465221,0.1603053435114504,0.43309969528715686,0.015870277729860303,0.42,0.8372771779534779,0.6770566720079925,0.5299313464627292
387,HDPE,Plastic,E-commerce,6.5640691451426125,5.88,0.28,3.99,61.59,,84.65,0.29774557252950673,,0.42593209510967067,0.372434017595308,0.28,0.7022544274704933,,
388,Tinplate,Metal,Cosmetics,8.354879087559446,7.1,0.08,4.79,69.79,138.0,93.89,0.36801196872361225,0.533683727526801,0.7251859304859911,0.5138864930136279,0.08,0.6319880312763877,0.5698641356783158,0.5193583349538199
389,Steel,Metal,Cosmetics,9.501229503281715,9.69,0.02,2.359099934158202,59.35,229.78,87.37,0.15449873480521598,0.9165310974846703,0.9167471623424307,0.3337933413834742,0.02,0.845501265194784,0.4167802064461701,0.5192788156809156
390,Bioplastic PHA,Bioplastic,Electronics,6.613669478534528,24.68,0.65,1.4392330550514472,77.0,131.7,49.95,0.07370407158877769,0.5074041630167271,0.43422057377616896,0.6382611695704675,0.65,0.9262959284112223,0.4692457317004313,0.6637745027401849
391,Paperboard,Fiber,Pharmaceuticals,6.97151542600202,16.11,0.65,1.2859792305511957,85.54,,23.1,0.06024332915053196,,0.4940185287221854,0.7855787476280837,0.65,0.939756670849468,,
392,Glass,Glass,Retail,7.825235353822853,10.84,0.09,1.4815052717090578,84.34,129.16,63.97,0.07741696699336112,0.49680891002377675,0.6366796546665676,0.7648783853717441,0.09,0.9225830330066389,0.5565865158523611,0.6460651814060875
393,Corrugated Cardboard,Fiber,Automotive,5.11605425737835,13.21,0.44,1.0076958607450726,78.52,89.35,78.27,0.035800867254247165,0.33074709047678635,0.18396113069752087,0.6644816284284975,0.44,0.9641991327457529,0.4751361979929365,0.6253362280774115
394,Bioplastic PLA,Bioplastic,Cosmetics,6.5528259214839935,7.21,0.59,2.122109769144298,69.87,98.91,37.12,0.13368317876899918,0.3706252867809619,0.4240532928302424,0.5152665171640505,0.59,0.8663168212310008,0.5472461450635199,0.6306652153510145
395,Tinplate,Metal,Food,8.681607080506035,8.1,0.03,5.83,95.26,149.01,36.9,0.45935828377594945,0.5796103950277395,0.779783910259389,0.9532516819044334,0.03,0.5406417162240506,0.5641473270871119,0.5763580740458187
396,Compostable Film,Bioplastic,Food,6.86151465120713,8.89,0.46,1.79,72.1,95.34,22.45,0.10451298299571647,0.3557335335585868,0.4756368160836503,0.5537346903570811,0.46,0.8954870170042836,0.5768146062983082,0.6401603763556433
397,Glass,Glass,E-commerce,8.716825503686024,17.08,0.09,1.64941583047211,65.47,153.27,19.43,0.09216505430238395,0.5973803862678848,0.7856690954836203,0.43936518889080556,0.09,0.907834945697616,0.5558394064327172,0.5912502826439872
398,Bioplastic PHA,Bioplastic,Retail,5.857988054750036,14.49,0.54,1.984717910997254,49.59,40.22,69.69,0.1216156403459935,0.12580820089267092,0.3079422016084592,0.16543039503191312,0.54,0.8783843596540065,0.6476919601077812,0.5703185970903757
399,Glass,Glass,Pharmaceuticals,8.501742135582994,4.9,0.01,1.10247659709296,49.61,186.9,26.74,0.04412574321898431,0.7376632044383264,0.7497275244067789,0.1657754010695187,0.01,0.9558742567810157,0.4572930870997157,0.5107133814638153
400,Compostable Film,Bioplastic,Retail,6.5090857481693645,6.0,0.71,2.22,54.23,46.35,40.19,0.14228117095004822,0.15137863429691736,0.4167440779803614,0.2454717957564257,0.71,0.8577188290499518,0.6758704506139941,0.6235520283178053
401,Molded Pulp,Fiber,Automotive,4.309371606507797,29.2,0.77,0.8367872541961489,64.11,48.6,,0.0207894524283107,0.16076419305051518,0.04916018310016804,0.41590477833362083,0.77,0.9792105475716893,0.5232055574097582,0.6281615276006871
402,Compostable Film,Bioplastic,Retail,6.805105813359133,5.67,0.6,2.09,73.37,42.44,90.06,0.13086288156850603,0.1350686188628874,0.4662106002271802,0.5756425737450406,0.6,0.869137118431494,0.7054430687731397,0.6888514774944592
403,Corrugated Cardboard,Fiber,E-commerce,5.515757117343572,8.07,0.49,1.249658548228235,51.96,45.27,85.61,0.057053174832850204,0.14687356609519042,0.25075359762678684,0.20631361048818356,0.49,0.9429468251671498,0.6121772993936004,0.5757664542588604
